director_name;gender;movies_nb;fidelity_rel;fidelity_abs
Jasmila Zbanic;1.0;8;1.5;12
Émile Gaudreault;2.0;8;1.6;13
David R. Ellis;2.0;7;0.9;6
Joe Johnston;2.0;12;0.8;9
David Kellogg;2.0;3;0.0;0
Deepa Mehta;1.0;13;1.0;13
Paul Thomas Anderson;2.0;17;2.0;34
François Dupeyron;2;11;1.2;13
Wolfgang Becker;2.0;28;1.2;33
Liev Schreiber;2.0;1;0.0;0
Manuel Pradal;2.0;6;1.0;6
Marco Kreuzpaintner;2.0;8;1.8;14
Hal Ashby;2.0;14;1.1;16
Peter Thorwarth;2;6;2.7;16
Akira Kurosawa;2.0;32;3.0;96
Robert Siodmak;2;53;1.4;73
Olivier Ducastel;2;8;0.8;6
David Frankel;2.0;7;0.7;5
Valeska Grisebach;2;3;0.7;2
Fatih Akin;2.0;15;1.7;26
Wes Craven;2.0;26;1.6;42
Barry Levinson;2.0;29;1.8;52
Gus Van Sant;2.0;22;1.0;23
Wolfgang Petersen;2.0;20;0.9;19
Spike Lee;2.0;40;1.2;50
Sidney Lumet;2;48;1.9;91
Lasse Hallström;2.0;30;2.2;67
Paul W.S. Anderson;2.0;14;1.4;19
Mike Nichols;2.0;22;2.0;45
Lawrence Kasdan;2.0;11;2.3;25
Bennett Miller;2.0;5;0.8;4
Gary Fleder;2.0;9;0.4;4
Zach Braff;2.0;4;0.5;2
Paul Verhoeven;2.0;80;1.6;131
Bruce Beresford;2.0;33;1.5;48
David Lynch;2.0;45;1.4;61
Federico Fellini;2.0;24;2.2;53
Mathieu Kassovitz;2.0;10;1.1;11
David Hand;2.0;34;2.3;78
Anthony Minghella;2.0;7;2.0;14
Andrew Adamson;2.0;7;3.0;21
Joel Schumacher;2.0;24;1.4;34
Helmut Dietl;2.0;7;1.1;8
Wes Anderson;2.0;16;2.8;44
Chris Wedge;2.0;7;0.6;4
Jacques Tati;2.0;10;0.4;4
Stefan Krohmer;2.0;15;0.4;6
Vincenzo Natali;2.0;9;1.1;10
Robert Stevenson;2.0;43;2.0;84
Detlev Buck;2.0;20;1.6;33
Roland Emmerich;2.0;18;1.3;23
Joshua Marston;2;4;0.5;2
Andrzej Sekula;2.0;3;0.0;0
Ernie Barbarash;2;15;0.7;10
Colin Strause;2.0;2;0.0;0
Reza Bagher;2;3;0.0;0
Michael Haneke;2.0;24;2.0;49
Hans-Christian Schmid;2.0;10;1.6;16
Mike Figgis;2.0;19;0.5;10
Ron Howard;2.0;36;2.1;77
Baz Luhrmann;2.0;6;1.5;9
Gurinder Chadha;1.0;9;0.2;2
Ernst Marischka;2.0;22;3.1;69
Dani Levy;2.0;10;0.7;7
Kay Pollak;2;5;1.2;6
Catherine Breillat;1.0;15;1.5;22
Alan J. Pakula;2.0;16;1.0;16
Nick Hamm;2.0;9;0.6;5
Maciej Dejczer;2;3;0.0;0
Darren Aronofsky;2.0;11;1.9;21
Arthur Penn;2.0;16;1.1;18
John Singleton;2.0;10;1.4;14
Mira Nair;1.0;18;0.9;16
Alberto Rodríguez;2;11;0.7;8
Gordon Parks;2.0;7;0.6;4
John Huston;2.0;42;1.7;72
Ingmar Bergman;2.0;62;3.8;236
