title;imdb_rating;viewing_date;personal_rating;children;tmdb_id;original_language;vote_count;vote_average;release_date;original_title;budget;revenue;runtime;imdb_id;production_country;production_countries_number;production_company;production_companies_number;genre;genre_number;director;director_number;producer;producer_number;actor_number
Le soleil;0;06/06/2009;4;none;78181;fr;3;5.3;1967-05-31;Le soleil des voyous;0;0;100;tt0061000;Italy;2;none;0;Crime;2;Jean Delannoy;1;none;0;10
Lancelot du lac;0;06/06/2009;4;none;55848;fr;15;5.5;1974-09-26;Lancelot du Lac;0;0;85;tt0071737;Italy;2;Office de Radiodiffusion Télévision Française (ORTF);3;Drama;3;Robert Bresson;1;none;0;6
Les anges du pêché;0;06/06/2009;3;none
Le diable probablement;0;06/06/2009;4;none;32097;fr;10;6.7;1977-06-15;Le diable probablement;0;0;93;tt0075938;France;1;Sunchild Productions;2;Drama;1;Robert Bresson;1;Daniel Toscan du Plantier;2;5
La petite Lili;0;06/06/2009;3;none;51865;en;7;5.6;2003-08-27;La petite Lili;0;0;104;tt0335351;France;2;Cinémaginaire Inc.;2;Drama;3;Claude Miller;1;Annie Miller;1;14
Afterlife;0;03/06/2009;4;none;36419;en;224;5.3;2010-04-09;After.Life;4500000;3606395;104;tt0838247;United States of America;1;Plum Pictures;3;Drama;4;Agnieszka Wojtowicz-Vosloo;1;Brad M. Gilbert;3;20
Caché;0;03/06/2009;5;none;445;fr;195;7;2005-05-02;Caché;0;36000000;117;tt0387898;Austria;5;Les Films du Losange;15;Mystery;3;Michael Haneke;1;Veit Heiduschka;4;14
Violette Nozière;0;02/06/2009;2;none;2813;fr;14;6.4;1978-05-24;Violette Nozière;0;0;124;tt0078467;France;1;none;0;Thriller;4;Claude Chabrol;1;Eugène Lepicier;2;17
L'inhumaine;0;02/06/2009;2;none;54539;en;4;7.8;1924-12-12;L'Inhumaine;0;0;123;tt0015014;none;0;none;0;Drama;2;Marcel L'Herbier;1;none;0;6
Un flic;0;02/06/2009;3;none;42741;fr;26;7.2;1972-10-01;Un flic;0;0;98;tt0067900;France;2;Oceania Produzioni Internazionali Cinematografiche;2;Crime;3;Jean-Pierre Melville;1;Robert Dorfmann;1;11
Allemagne année zéro;0;30/05/2009;4;none;8016;it;45;7.5;1948-12-01;Germania anno zero;0;0;70;tt0039417;Italy;1;Produzione Salvo D'Angelo;2;Drama;1;Roberto Rossellini;1;Roberto Rossellini;1;5
Voyage en Italie;0;30/05/2009;4;none;53198;it;12;7.1;1999-09-11;Il mio viaggio in Italia;0;0;246;tt0173772;United States of America;2;Cappa Productions;2;Documentary;1;Martin Scorsese;1;Barbara De Fina;1;1
Paisa;0;30/05/2009;4;none;408447;ta;0;0;2016-07-01;பைசா;0;0;130;;India;1;RK Dream World;2;Drama;2;Abdul Majith;1;Abdul Majith;3;7
Au revoir les enfants;0;30/05/2009;4;ESMPA;1786;fr;123;7.5;1987-10-06;Au Revoir les Enfants;0;0;104;tt0092593;Germany;3;Centre National de la Cinématographie;9;Drama;2;Louis Malle;1;Louis Malle;1;22
Mon oncle;0;30/05/2009;4;ESM;427;fr;89;7.3;1958-05-10;Mon oncle;0;0;110;tt0050706;France;2;none;0;Comedy;1;Jacques Tati;1;Louis Dolivet;4;11
Stromboli;0;30/05/2009;4;none;358973;en;0;0;1997-01-02;Stromboli;0;0;0;tt1468738;none;0;none;0;none;0;Chris Newby;1;none;0;0
High & Low;0;30/05/2009;3;none;288;en;301;7.5;1952-03-27;High Noon;730000;8000000;85;tt0044706;United States of America;1;United Artists;2;Western;1;Fred Zinnemann;1;Stanley Kramer;1;57
Agent X27;0;29/05/2009;4;none;73420;en;12;6.8;1931-04-04;Dishonored;0;0;91;tt0021800;United States of America;1;Paramount Network Television;1;Drama;3;Josef von Sternberg;1;none;0;7
Shanghai Gesture;0;29/05/2009;3;none;42678;en;13;6;1941-12-25;The Shanghai Gesture;0;0;99;tt0034175;United States of America;1;United Artists;2;Drama;3;Josef von Sternberg;1;Arnold Pressburger;2;17
La chambre verte;0;29/05/2009;5;none;8070;fr;13;6.7;1978-04-05;La Chambre verte;0;0;94;tt0077315;France;1;Les Films du Carrosse;2;Drama;1;François Truffaut;1;François Truffaut;2;17
La Mauvaise Éducation ;0;28/05/2009;4;none;140;es;187;6.9;2004-03-19;La mala educación;5000000;40266982;106;tt0275491;Spain;1;Televisión Española TVE;3;Crime;4;Pedro Almodóvar;1;Agustín Almodóvar;2;20
Le quai des brumes;0;25/05/2009;2;none;46326;en;28;7.2;1938-05-18;Le Quai des brumes;0;0;91;tt0030643;France;1;Ciné-Alliance;1;Crime;3;Marcel Carné;1;none;0;8
Europa 51;0;25/05/2009;4;none;41464;it;14;7.1;1952-08-28;Europa '51;0;0;113;tt0043511;Italy;1;Ponti-De Laurentiis Cinematografica;1;Drama;1;Roberto Rossellini;1;Roberto Rossellini;1;15
Free Zone;0;25/05/2009;2;none;7483;en;15;4.7;2005-04-18;Free Zone;0;0;90;tt0441761;Israel;4;SCOPE Invest;1;Drama;1;Amos Gitai;1;none;0;11
Sans fin;0;25/05/2009;3;none;34584;en;863;7;1984-04-05;The Neverending Story;27000000;20158808;102;tt0088323;Germany;2;Producers Sales Organization;6;Drama;4;Wolfgang Petersen;1;Bernd Schaefers;3;17
La Ballade De Narayama;0;25/05/2009;3;none;42113;ja;28;7.1;1983-04-09;楢山節考;0;0;130;tt0084390;Japan;1;Toei Company;1;Drama;1;Shôhei Imamura;1;Gorô Kusakabe;2;15
Red River;0;24/05/2009;3;none;3089;en;74;7.2;1948-08-26;Red River;3000000;9012000;133;tt0040724;United States of America;1;United Artists;3;Western;1;Howard Hawks;2;Howard Hawks;1;15
Seuls les anges ont des ailes;0;24/05/2009;4;none;43832;en;42;7.1;1939-05-15;Only Angels Have Wings;0;0;121;tt0031762;United States of America;1;Columbia Pictures Corporation;1;Action;4;Howard Hawks;1;Howard Hawks;1;47
Sérénade à trois;0;24/05/2009;2;none;77210;en;42;7;1933-12-29;Design for Living;0;0;91;tt0023940;United States of America;1;Paramount Pictures;1;Comedy;2;Ernst Lubitsch;1;Ernst Lubitsch;1;28
Providence;0;24/05/2009;4;none;377002;en;0;0;1991-01-01;Providence;0;0;0;tt0175080;none;0;none;0;none;0;none;0;none;0;3
Les vacances de mr Hulot;0;24/05/2009;3;ESM;778;fr;65;7.2;1953-02-26;Les Vacances de Monsieur Hulot;0;0;84;tt0046487;France;1;Cady;2;Comedy;2;Jacques Tati;1;Jacques Tati;2;10
L'espoir;0;24/05/2009;2;none;219924;es;4;5.4;1945-06-12;L'espoir;0;0;65;tt0037680;none;0;none;0;none;0;André Malraux;2;none;0;3
L'effrontée;0;22/05/2009;3;none;61991;fr;11;6.1;1985-12-11;L'Effrontée;0;0;96;tt0089072;France;1;none;0;Drama;2;Claude Miller;1;none;0;4
Mortelle Randonnée;0;22/05/2009;3;none;62981;fr;9;6.2;1983-03-09;Mortelle randonnée;0;0;120;tt0084358;France;1;TF1 Films Productions;2;Crime;2;Claude Miller;1;none;0;15
Garde à vue;0;22/05/2009;4;none;5062;en;22;7.2;1981-09-21;Garde à vue;0;0;88;tt0082436;France;1;TF1 Films Productions;1;Crime;4;Claude Miller;1;Georges Dancigers;2;10
Babe, un cochon dans la ville;0;22/05/2009;3;none;9447;en;268;5.2;1998-11-25;Babe: Pig in the City;90000000;69131860;92;tt0120595;Australia;1;Kennedy Miller Productions;1;Adventure;5;George Miller;1;Doug Mitchell;2;21
Mad max;0;22/05/2009;2;none;76341;en;8637;7.2;2015-05-13;Mad Max: Fury Road;150000000;378858340;120;tt1392190;Australia;2;Village Roadshow Pictures;3;Action;4;George Miller;1;Doug Mitchell;3;60
L'Avventura;0;22/05/2009;3;none;5165;it;99;7.6;1960-05-15;L'avventura;0;0;143;tt0053619;France;2;Cino del Duca;1;Drama;2;Michelangelo Antonioni;1;Luciano Perugia;1;19
Youth of the Beast ;0;22/05/2009;4;none;37939;ja;22;6.3;1963-04-21;野獣の青春;0;0;92;tt0057697;Japan;1;Nikkatsu;1;Drama;5;Seijun Suzuki;1;Keinosuke Kubo;1;12
Le coup du berger;0;22/05/2009;2;none;49701;en;1;8;1956-01-01;Le coup du berger;0;0;28;tt0049095;France;1;none;0;Comedy;1;Jacques Rivette;1;none;0;4
Les enchainés;0;21/05/2009;3;none
Merci pour le chocolat ;0;21/05/2009;3;none;10305;fr;12;5.3;2000-08-01;Merci pour le chocolat;0;0;99;tt0232083;Switzerland;2;MK2 Productions;3;Drama;3;Claude Chabrol;1;Marin Karmitz;1;7
Shane;0;21/05/2009;4;ESA;3110;en;126;7.2;1953-04-23;Shane;3100000;20000000;118;tt0046303;United States of America;1;Paramount Pictures Corporation;1;Drama;2;George Stevens;1;Ivan Moffat;2;33
La marque du vampire;0;21/05/2009;3;none;28910;en;25;6.1;1935-04-26;Mark of the Vampire;305177;0;60;tt0026685;United States of America;1;Metro-Goldwyn-Mayer (MGM);1;Horror;2;Tod Browning;1;Tod Browning;2;10
Baisers volés;0;18/05/2009;3;none;255;fr;50;7.3;1968-08-13;Baisers volés;350000;0;96;tt0062695;France;1;Les Films du Carrosse;2;Comedy;3;François Truffaut;1;Marcel Berbert;2;25
Contes de la lune vague après la pluie;0;18/05/2009;4;none;14696;ja;88;8.1;1953-03-26;雨月物語;0;0;94;tt0046478;Japan;1;Daiei Studios;1;Fantasy;3;Kenji Mizoguchi;1;Masaichi Nagata;1;11
To kill a mockingbird;0;18/05/2009;3;none;595;en;589;7.9;1962-12-25;To Kill a Mockingbird;2000000;13129846;129;tt0056592;United States of America;1;Universal Pictures;1;Crime;2;Robert Mulligan;1;Alan J. Pakula;4;56
Le fil de la vie;0;13/05/2009;3;none;21290;en;15;7.1;2004-10-24;Strings;0;0;88;tt0374248;Denmark;4;none;0;Adventure;4;Anders Rønnow Klarlund;1;none;0;8
Nosferatu;0;13/05/2009;5;ESM;394151;en;0;0;2017-12-31;Nosferatu;0;0;0;tt5574078;United States of America;1;BeamScreen Productions;1;Horror;1;David Lee Fisher;1;none;0;12
Antoine et Colette;0;13/05/2009;3;none;256;fr;16;6.7;1962-06-22;Antoine et Colette;0;0;29;tt1180329;France;1;Ulysse Production;3;Drama;1;François Truffaut;1;Pierre Roustang;1;6
Le Carrosse d'or;0;13/05/2009;5;none;56167;it;13;7.3;1952-12-05;Le Carrosse d'or;0;0;103;tt0044487;France;2;Hoche Productions;3;History;3;Jean Renoir;1;Francesco Alliata;1;14
La chevauchée fantastique;0;13/05/2009;3;none;995;en;190;7.5;1939-03-02;Stagecoach;531374;1103757;96;tt0031971;United States of America;1;United Artists;1;Western;1;John Ford;1;John Ford;1;64
Shadows of Our Forgotten Ancestors ;0;13/05/2009;4;none;26782;uk;31;7.7;1965-09-03;Тіні забутих предків;0;0;97;tt0058642;Ukraine;1;Dovzhenko Film Studios;1;Drama;1;Sergei Parajanov;1;none;0;12
Les oiseaux;0;11/05/2009;4;ES;297085;en;0;0;2009-01-01;les oiseaux d'Arabie;0;0;40;;none;0;none;0;Documentary;1;David Yon;1;none;0;0
Conte d'automne;0;29/09/2009;3;none;10239;fr;10;6.7;1998-09-07;Conte d'Automne;0;0;112;tt0137439;France;1;Les Films du Losange;3;Drama;2;Éric Rohmer;1;Françoise Etchegaray;1;5
Le train sifflera 3 fois;0;11/05/2009;4;none;288;en;301;7.5;1952-03-27;High Noon;730000;8000000;85;tt0044706;United States of America;1;United Artists;2;Western;1;Fred Zinnemann;1;Stanley Kramer;1;57
Le jour de fête;0;11/05/2009;3;ESM
Me and You and Everyone We Know;0;11/05/2009;3;none;1382;en;102;7;2005-06-17;Me and You and Everyone We Know;0;0;90;tt0415978;United States of America;1;IFC Films;1;Comedy;2;Miranda July;1;Gina Kwon;1;11
The Assassination of Jesse James;0;11/05/2009;2;none;4512;en;717;7;2007-09-02;The Assassination of Jesse James by the Coward Robert Ford;30000000;14711793;160;tt0443680;Canada;3;Plan B Entertainment;6;Action;3;Andrew Dominik;1;Jules Daly;5;20
J'ai tué Jesse James;0;11/05/2009;4;none;41058;en;14;6.4;1949-02-26;I Shot Jesse James;0;0;81;tt0041497;United States of America;1;Lippert Pictures;1;Drama;3;Samuel Fuller;1;Carl K. Hittleman;2;15
L'inconnu;0;11/05/2009;3;none;331871;en;0;0;2007-08-05;L'inconnu;0;0;22;tt1092067;France;1;Les films au long cours;1;Drama;1;Aurélien Vernhes-Lermusiaux;1;none;0;2
L'histoire d'Adèle H;0;10/05/2009;3;none;1829;fr;29;6.8;1975-10-08;L'Histoire d'Adèle H.;0;0;97;tt0073114;France;1;Les Films du Carrosse;3;Drama;3;François Truffaut;1;Marcel Berbert;1;12
Les mistons;0;10/05/2009;3;none;35847;en;9;6.6;1957-11-14;Les mistons;0;0;18;tt0050714;France;1;none;0;Comedy;1;François Truffaut;1;none;0;3
Jules et Jim;0;10/05/2009;5;none;1628;fr;134;7.7;1962-01-23;Jules et Jim;0;0;105;tt0055032;France;1;Les Films du Carrosse;2;Drama;2;François Truffaut;1;François Truffaut;1;9
Hantise;0;10/05/2009;3;none;193870;fr;2;6;1912-10-16;La Hantise;0;0;23;tt0208195;France;1;Société des Etablissements L. Gaumont;1;Drama;1;Louis Feuillade;1;none;0;6
Les climats;0;10/05/2009;4;none;361805;pt;0;0;;Climats, Les Orages De La Passion;0;0;;;none;0;none;0;none;0;Caroline Huppert;1;none;0;5
Five;0;08/05/2009;3;none;381356;fr;268;7.1;2016-03-30;Five;0;0;102;tt4741714;France;1;France 2 Cinéma;4;Comedy;1;Igor Gotesman;1;none;0;17
Les feux de la rampe;0;08/05/2009;5;E;28971;en;86;7.9;1952-10-31;Limelight;0;0;137;tt0044837;United States of America;1;Celebrated Productions;1;Comedy;3;Charlie Chaplin;1;Charlie Chaplin;1;17
Conte de cinéma;0;08/05/2009;2;none;85550;ko;6;8.2;2005-05-27;극장전;0;0;89;tt0461795;South Korea;1;none;0;Drama;1;Hong Sang-soo;1;none;0;3
La lettre écarlate;0;08/05/2009;4;none;85638;en;3;7.7;1926-08-09;The Scarlet Letter;0;0;115;tt0017350;United States of America;1;Metro-Goldwyn-Mayer (MGM);1;Drama;1;Victor Sjöström;1;none;0;6
Le grand amour;0;05/05/2009;4;none;138906;fr;3;6;1969-03-21;Le Grand Amour;0;0;87;tt0064390;France;1;Madeleine Films;3;Comedy;2;Pierre Étaix;1;Paul Claudon;4;7
Le soupirant;0;05/05/2009;3;none;67556;fr;6;6.4;1962-11-12;Le soupirant;0;0;84;tt0056514;France;1;Cocinor;3;Comedy;2;Pierre Étaix;1;none;0;4
Fallen Angels;0;05/05/2009;3;none;20706;en;1;4.3;2002-08-30;Fallen Angels;0;0;97;tt0322241;Canada;2;Avrio Filmworks;1;Horror;2;Ian David Diaz;1;none;0;10
Vincent, François, Paul... et les autres ;0;03/05/2009;4;none;42454;fr;11;6.7;1974-10-23;Vincent, François, Paul... et les autres;0;0;113;tt0072368;France;2;Lira Films;2;Drama;1;Claude Sautet;1;Raymond Danon;2;10
Dragon Inn;0;03/05/2009;3;none;56616;zh;15;6.9;2003-08-29;不散;0;0;82;tt0377556;Taiwan;1;none;0;Comedy;3;Tsai Ming-Liang;1;Tsai Ming-Liang;1;7
Le bonheur;0;02/05/2009;3;none;263768;fr;1;8;1935-02-07;Le Bonheur;0;0;110;tt0145682;France;1;Pathé-Natan;1;Comedy;3;Marcel L'Herbier;1;none;0;24
Monte là dessus;0;02/05/2009;3;ESM;17984;en;39;6.7;1961-03-16;The Absent-Minded Professor;0;0;96;tt0054594;United States of America;1;Walt Disney Productions;1;Comedy;3;Robert Stevenson;1;Walt Disney;1;25
Furie;0;02/05/2009;4;none;289541;fr;0;0;1964-09-15;Cinq filles en furie;0;0;94;tt0182891;France;1;none;0;Drama;1;Max Pécas;1;none;0;5
Le péril jeune;0;01/05/2009;3;none;33095;fr;34;7;1994-05-21;Le péril jeune;0;0;101;tt0110922;France;1;La Sept-Arte;2;Comedy;1;Cédric Klapisch;1;none;0;10
There will be blood;0;01/05/2009;3;none;7345;en;1383;7.9;2007-12-28;There Will Be Blood;25000000;77208711;158;tt0469494;United States of America;1;Miramax Films;3;Drama;1;Paul Thomas Anderson;1;JoAnne Sellar;3;24
Les dames du Bois de Boulogne ;0;01/05/2009;4;none;49845;fr;17;7.6;1945-09-21;Les dames du Bois de Boulogne;0;0;86;tt0037630;France;1;Les Films Raoul Ploquin;1;Drama;2;Robert Bresson;1;none;0;6
The Ox-bow incident;0;01/05/2009;5;none;980;en;66;7.9;1943-03-11;The Ox-Bow Incident;0;0;75;tt0036244;United States of America;1;Twentieth Century Fox Film Corporation;1;Action;3;William A. Wellman;1;Lamar Trotti;1;40
Xiao Wu, pickpocket;0;01/05/2009;3;none;52103;zh;13;7.2;1997-01-01;Xiao Wu;0;0;105;tt0144020;China;1;none;0;Drama;2;Jia Zhangke;1;Jia Zhangke;2;2
You live only once;0;28/04/2009;4;none;52758;en;24;7.2;1937-01-29;You Only Live Once;575;0;86;tt0029808;United States of America;1;Walter Wanger Productions;1;Crime;3;Fritz Lang;1;none;0;13
The Day the Earth Stood Still ;0;28/04/2009;3;ESM;10200;en;935;5.2;2008-12-10;The Day the Earth Stood Still;80000000;233093859;104;tt0970416;Canada;2;Twentieth Century Fox Film Corporation;5;Drama;3;Scott Derrickson;1;Erwin Stoff;3;18
Georgia;0;27/04/2009;3;none;97406;en;13;5.8;1995-05-19;Georgia;0;0;115;tt0113158;France;2;Miramax Films;2;Drama;1;Ulu Grosbard;1;none;0;8
Entre les murs;0;26/04/2009;4;none;8841;fr;149;6.8;2008-09-24;Entre les murs;0;28814580;128;tt1068646;France;1;Haut et Court;2;Drama;1;Laurent Cantet;1;Simon Arnal;4;22
Le cirque;0;25/04/2009;3;ESMPA;267454;en;0;0;2010-08-27;Le cirque;0;0;0;tt1765880;Canada;1;none;0;none;0;Nicolas Brault;1;none;0;5
The mortal storm;0;25/04/2009;4;none;989;en;13;7.1;1940-06-14;The Mortal Storm;0;0;100;tt0032811;United States of America;1;Metro-Goldwyn-Mayer (MGM);1;Drama;1;Frank Borzage;1;Frank Borzage;2;38
L'enfant sauvage;0;24/04/2009;5;E;1627;fr;54;7.1;1970-02-26;L'Enfant sauvage;0;0;83;tt0064285;France;1;Les Films du Carrosse;3;Drama;1;François Truffaut;1;Marcel Berbert;1;19
Voici le temps des assassins;0;24/04/2009;4;none;76772;fr;7;6.4;1956-04-13;Voici le temps des assassins...;0;0;113;tt0051172;France;1;Société Nouvelle Pathé Cinéma;2;Drama;2;Julien Duvivier;1;none;0;14
Warlords;0;24/04/2009;2;none;29901;en;2;5;1988-01-01;Warlords;0;0;87;tt0096419;United States of America;1;none;0;Action;2;Fred Olen Ray;1;Fred Olen Ray;1;12
Monsieur Verdoux;0;23/04/2009;4;none;30588;en;63;7.9;1947-04-11;Monsieur Verdoux;2000000;0;124;tt0039631;United States of America;1;Charles Chaplin Productions;1;Comedy;3;Charlie Chaplin;1;Charlie Chaplin;1;67
La splendeur des Ambersons;0;22/04/2009;4;none
Tirez sur le pianiste;0;19/04/2009;4;none;1818;fr;60;7.1;1960-10-21;Tirez sur le pianiste;0;0;82;tt0054389;France;1;Les Films de la Pléiade;1;Drama;3;François Truffaut;1;Pierre Braunberger;1;14
Fahrenheit 451;0;19/04/2009;3;none;1714;en;178;6.9;1966-09-06;Fahrenheit 451;0;0;112;tt0060390;France;2;Anglo Enterprises;2;Drama;2;François Truffaut;1;Lewis M. Allen;1;12
8 1/2;0;18/04/2009;4;none;422;it;364;7.8;1963-02-14;8½;0;0;138;tt0056801;France;2;Cineriz;2;Fantasy;2;Federico Fellini;1;Angelo Rizzoli;1;17
Les enfants terribles;0;18/04/2009;3;none;15390;fr;17;6.6;1950-03-29;Les Enfants terribles;0;0;105;tt0042436;France;1;Melville Productions;1;Drama;1;Jean-Pierre Melville;1;Jean-Pierre Melville;1;16
Les parents terribles;0;17/04/2009;4;none;63151;fr;5;6.8;1948-12-01;Les parents terribles;0;0;105;tt0040682;France;1;Les Films Ariane;1;Drama;1;Jean Cocteau;1;none;0;5
Zero de conduite;0;17/04/2009;4;none;44494;fr;38;6.7;1933-04-07;Zéro de conduite;0;0;41;tt0024803;France;1;Franfilmdis;2;Comedy;2;Jean Vigo;1;Jean Vigo;1;9
La belle et la bête;0;17/04/2009;4;E;197796;fr;557;5.8;2014-02-12;La Belle et la Bête;33000000;49100000;112;tt2316801;France;2;Canal Plus;9;Fantasy;2;Christophe Gans;1;none;0;21
Peau d'âne;0;17/04/2009;3;ESMPA;5590;fr;48;7.7;1970-12-20;Peau d'âne;0;0;90;tt0066207;France;1;Marianne Productions;1;Music;5;Jacques Demy;1;Mag Bodard;1;12
L.627;0;16/04/2009;4;none;39967;en;10;6.5;1992-09-09;L.627;0;0;145;tt0104658;France;1;Les Films Alain Sarde;4;Thriller;3;Bertrand Tavernier;1;Frédéric Bourboulon;2;17
Exiled;0;16/04/2009;2;none;87901;en;0;0;1998-11-08;Exiled;0;0;120;tt0164023;United States of America;1;none;0;TV Movie;3;Jean de Segonzac;1;John L. Roman;2;18
Les habitants;0;15/04/2009;3;none;393710;fr;3;5;2016-04-27;Les habitants;0;0;0;tt4857622;none;0;none;0;Documentary;1;Raymond Depardon;1;none;0;1
To be or not to be;0;13/04/2009;5;none;198;en;105;7.6;1942-03-05;To Be or Not to Be;0;0;99;tt0035446;United States of America;1;United Artists;1;Comedy;2;Ernst Lubitsch;1;Alexander Korda;2;11
Madame de…;0;13/04/2009;5;none;27030;fr;35;7.7;1953-09-16;Madame de…;0;0;105;tt0046022;France;2;Franco London Films;3;Drama;2;Max Ophüls;1;Ralph Baum;1;8
Mari Iyagi;0;11/04/2009;4;none;105280;ko;9;5.8;2002-01-11;마리 이야기;0;0;0;tt0302758;South Korea;1;Siz Entertainment;4;Animation;3;Seong-kang Lee;1;Tae-sung Jeong;2;6
Three extremes;0;10/04/2009;4;none;33908;ko;74;6.6;2004-09-02;쓰리, 몬스터;0;0;125;tt0420251;Hong Kong;3;Applause Pictures;1;Horror;1;Fruit Chan;3;none;0;17
un homme et une femme;0;10/04/2009;2;none;42726;fr;27;7.2;1966-01-01;Un Homme et une femme;0;0;102;tt0061138;France;1;Les Films 13;1;Drama;2;Claude Lelouch;1;none;0;13
Mad Detective;0;10/04/2009;2;none;14016;zh;42;7;2007-11-29;神探;0;0;91;tt0969269;Hong Kong;1;Milky Way Image Company;1;Action;3;Johnnie To;2;none;0;12
Le mirage de la vie;0;09/04/2009;4;none
Out 1 : Noli me Tangere;0;09/04/2009;5;none;94528;fr;9;7.6;1971-10-09;Out 1, noli me tangere;0;0;743;tt0246135;France;1;Les Films du Losange;2;Drama;1;Jacques Rivette;2;Danièle Gégauff;1;48
La Taupe;0;07/04/2009;4;none;100381;it;1;4;2007-05-14;La Taupe;0;0;0;tt0904136;France;2;none;0;Adventure;6;Vincenzo Marano;1;none;0;3
L'homme de fer;0;05/04/2009;3;none;307293;de;4;3.4;2014-12-04;Götz von Berlichingen;0;0;;tt4254516;Germany;1;RTL Entertainment;1;Adventure;3;Carlo Rola;1;none;0;8
Le beau serge;0;05/04/2009;4;none;5562;fr;13;6.9;1958-06-06;Le beau Serge;0;0;98;tt0051404;France;1;Ajym Films;2;Drama;1;Claude Chabrol;1;Claude Chabrol;2;11
La femme de l'aviateur;7,6;25/03/2012;2;none;27145;fr;10;6.9;1981-03-04;La femme de l'aviateur;0;0;104;tt0080728;France;1;Les Films du Losange;1;Comedy;3;Éric Rohmer;1;Margaret Ménégoz;1;12
Persona;0;05/04/2009;5;none;797;sv;295;7.9;1966-10-18;Persona;0;0;85;tt0060827;Sweden;1;Svensk Filmindustri (SF);1;Drama;1;Ingmar Bergman;1;Ingmar Bergman;1;5
Le Grand Silence;0;03/04/2009;3;none;9028;it;49;7.6;1968-02-21;Il grande silenzio;0;0;100;tt0063032;France;2;Les Films Corona;2;Action;3;Sergio Corbucci;1;Robert Dorfmann;2;38
L'homme de marbre;0;02/04/2009;4;none;224;pl;15;5.7;1977-02-25;Człowiek z marmuru;0;0;165;tt0075902;Poland;1;Film Polski Film Agency;2;Drama;2;Andrzej Wajda;1;Andrzej Wajda;1;16
La femme au portrait;0;02/04/2009;3;none;327648;en;0;0;1952-01-01;La Femme au portrait;0;0;14;;none;0;none;0;none;0;Mezig;1;none;0;0
The Assassination of Jesse James by the Coward Robert Ford;0;01/04/2009;2;none;4512;en;717;7;2007-09-02;The Assassination of Jesse James by the Coward Robert Ford;30000000;14711793;160;tt0443680;Canada;3;Plan B Entertainment;6;Action;3;Andrew Dominik;1;Jules Daly;5;20
La nuit américaine;0;01/04/2009;5;ES;1675;fr;83;8;1973-05-24;La nuit américaine;0;17808;115;tt0070460;France;2;Les Films du Carrosse;3;Comedy;2;François Truffaut;1;Marcel Berbert;1;22
Le jour se lève;0;01/04/2009;4;none;27053;fr;20;7.5;1939-06-09;Le jour se lève;0;0;93;tt0031514;France;1;Productions Sigma;1;Crime;2;Marcel Carné;1;none;0;29
Et là bas quelle heure est il ?;0;01/04/2009;2;none;24166;zh;20;7.4;2001-05-15;你那邊幾點;0;0;116;tt0269746;France;2;Arena Films;2;Drama;2;Tsai Ming-Liang;1;Michel Imbert;2;10
Hannah et ses sœurs;0;01/04/2009;4;none;5143;en;192;7.6;1986-02-07;Hannah and Her Sisters;6400000;40084041;107;tt0091167;United States of America;1;Orion Pictures;1;Comedy;2;Woody Allen;1;Robert Greenhut;2;24
The Crowd ;0;01/04/2009;4;none;70577;en;142;5.7;2011-10-25;Faces in the Crowd;15000000;0;102;tt1536410;Canada;3;Voltage pictures;7;Thriller;4;Julien Magnat;1;Kevin DeWalt;2;15
Duel in the Sun;0;01/04/2009;3;none;32275;en;35;6.2;1946-12-31;Duel in the Sun;6000000;20400000;144;tt0038499;United States of America;1;The Selznik Studio;2;Western;1;King Vidor;1;David O. Selznick;1;15
Singing in the rain;0;08/01/2009;5;E;872;en;640;7.8;1952-04-10;Singin' in the Rain;2540800;7200000;103;tt0045152;United States of America;1;Metro-Goldwyn-Mayer (MGM);1;Comedy;3;Stanley Donen;2;Arthur Freed;1;19
Le Miroir;0;01/01/2009;2;none;212295;en;1;6;2010-07-31;Le Miroir;0;0;7;tt1736020;none;0;none;0;Family;1;Laurent Fauchere;2;Xavier Derigo;2;6
The Great Dictator;0;01/01/2009;4;ES;914;en;646;8.1;1940-10-15;The Great Dictator;2000000;11000000;125;tt0032553;United States of America;1;United Artists;2;Comedy;1;Charlie Chaplin;1;Charlie Chaplin;1;59
Modern Times;0;01/01/2009;5;ESMPA;3082;en;761;8.1;1936-02-05;Modern Times;1;8500000;87;tt0027977;United States of America;1;United Artists;2;Drama;2;Charlie Chaplin;1;Charlie Chaplin;1;36
City Lights;0;01/01/2009;5;ESMPA;901;en;384;8.1;1931-01-30;City Lights;1500000;19181;87;tt0021749;United States of America;1;Charles Chaplin Productions;1;Comedy;3;Charlie Chaplin;1;Charlie Chaplin;1;30
Gold Rush;0;01/01/2009;4;ESMPA;962;en;268;7.7;1925-06-25;The Gold Rush;923000;2500000;95;tt0015864;United States of America;1;Charles Chaplin Productions;1;Adventure;3;Charlie Chaplin;1;Charlie Chaplin;1;40
The Kid;0;01/01/2009;4;ESMPA;10098;en;349;7.9;1921-01-21;The Kid;250000;2500000;68;tt0012349;United States of America;1;Charles Chaplin Productions;2;Comedy;2;Charlie Chaplin;1;Charlie Chaplin;1;35
The Chaser;0;01/01/2009;2;none;13855;ko;221;7.7;2008-02-14;추격자;0;0;125;tt1190539;South Korea;1;Bidangil Pictures;4;Crime;3;Na Hong-jin;1;Yoon In Beom;2;9
